Timestamp,MAC,Name,Battery,RSSI,Lat,Lng,AlertState
2026-06-15T00:08:54.039502,6D:83:CF:21:F3:ED,34,87,-46,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:54.445958,6D:83:CF:21:F3:ED,34,87,-49,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:54.447045,6D:83:CF:21:F3:ED,34,87,-49,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:54.447894,6D:83:CF:21:F3:ED,34,87,-49,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:54.652112,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:08:54.652978,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:08:54.653756,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:08:55.408980,6D:83:CF:21:F3:ED,34,87,-55,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:55.409782,6D:83:CF:21:F3:ED,34,87,-55,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:55.410587,6D:83:CF:21:F3:ED,34,87,-56,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:55.590552,63:C4:8A:33:F6:06,h61,94,-90,22.494799999999998,88.27300000000002,OK
2026-06-15T00:08:55.803049,6D:83:CF:21:F3:ED,34,87,-61,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:55.803937,6D:83:CF:21:F3:ED,34,87,-61,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:57.578416,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:08:57.579339,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:08:57.580253,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:57.741146,6D:83:CF:21:F3:ED,34,87,-64,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:57.742106,6D:83:CF:21:F3:ED,34,87,-64,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:58.931122,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:08:58.932037,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-51,,,OK
2026-06-15T00:08:58.933423,6D:83:CF:21:F3:ED,34,87,-51,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:59.122166,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:59.123220,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:08:59.690331,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:08:59.691207,63:C4:8A:33:F6:06,h61,94,-86,22.494799999999998,88.27300000000002,OK
2026-06-15T00:08:59.691974,63:C4:8A:33:F6:06,h61,94,-85,22.494799999999998,88.27300000000002,OK
2026-06-15T00:08:59.888714,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-52,,,OK
2026-06-15T00:08:59.889716,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-52,,,OK
2026-06-15T00:08:59.890591,6D:83:CF:21:F3:ED,34,87,-52,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:00.090175,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:00.091020,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:00.091828,63:C4:8A:33:F6:06,h61,94,-87,22.494799999999998,88.27300000000002,OK
2026-06-15T00:09:00.302921,6D:83:CF:21:F3:ED,34,87,-55,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:00.304075,6D:83:CF:21:F3:ED,34,87,-55,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:00.304950,6D:83:CF:21:F3:ED,34,87,-55,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:00.505423,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:00.506378,6D:83:CF:21:F3:ED,34,87,-60,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:01.251526,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-55,,,OK
2026-06-15T00:09:01.252393,6D:83:CF:21:F3:ED,Unknown F3:ED,100,-55,,,OK
2026-06-15T00:09:01.253484,6D:83:CF:21:F3:ED,34,87,-55,22.494799999999998,88.27289999999999,OK
2026-06-15T00:09:01.665723,6D:83:CF:21:F3:ED,34,87,-54,22.494799999999998,88.27289999999999,OK
